,pH,Sodium,Magnesium,Calcium,Chloride,Potassium,Carbonate,Sulphate,TDS,EC,TH,WQI,label
527,7.18,22.35,16.47,10.09,9.06,0.21,4.34,2.08,2535.0,4609.1,0.0,56.48,0
528,6.51,28.26,34.43,47.2,14.13,0.72,5.41,2.5,5645.0,10263.6,0.0,118.28,0
529,6.92,14.52,3.77,6.23,12.86,0.31,3.84,1.48,1725.0,3136.4,0.0,39.25,0
530,7.24,11.13,3.37,3.05,11.86,0.08,3.28,1.23,1300.0,2363.6,0.0,31.35,0
531,7.35,8.7,5.06,3.88,3.16,0.49,1.8,0.98,1230.0,2236.4,0.0,30.52,0
532,7.16,6.04,1.7,1.19,2.84,0.18,1.64,0.79,800.0,1454.5,0.0,21.59,0
533,7.35,6.7,4.65,4.09,4.36,0.28,1.98,0.92,900.0,1636.4,0.0,24.55,0
534,6.96,8.13,3.28,4.9,2.16,0.26,2.34,1.17,1194.5,2171.8,0.0,29.14,0
535,7.45,8.7,1.61,1.95,4.52,0.28,2.36,1.48,1703.0,3096.4,0.0,37.85,0
536,7.05,10.65,19.99,20.53,70.62,0.15,4.33,2.29,4015.0,7300.0,0.0,85.16,0
537,7.52,7.74,2.95,1.72,4.96,0.15,5.66,0.87,800.0,1454.5,0.0,22.52,0
538,7.39,9.26,4.87,4.46,17.98,0.28,7.87,2.04,2160.0,3927.3,0.0,47.29,0
539,7.96,10.0,24.85,16.03,40.55,0.33,5.66,2.75,3770.0,6854.5,0.0,81.38,0
540,7.8,9.26,27.68,20.84,86.24,0.15,7.54,2.66,3250.0,5909.1,0.0,74.63,0
541,6.89,1.17,1.83,2.15,2.47,0.18,2.54,0.0,363.0,660.0,0.0,13.71,0
542,7.49,1.04,8.8,10.22,20.52,0.21,5.16,0.0,170.0,309.1,0.0,13.86,0
543,6.98,5.22,6.25,3.88,10.59,0.28,5.16,1.81,1340.0,2436.4,0.0,32.37,0
544,7.16,33.91,42.88,29.91,131.77,0.9,3.61,4.99,7890.0,14345.5,0.0,161.09,0
545,7.6,7.17,2.31,2.2,8.64,0.31,6.64,1.85,1345.0,2445.5,0.0,32.23,0
546,7.89,2.13,1.82,2.05,5.74,0.23,7.54,0.0,829.0,1507.3,0.0,23.1,0
547,7.58,1.0,2.68,4.41,5.33,0.18,5.9,0.15,565.0,1027.3,0.0,18.51,0
548,7.55,8.57,27.69,20.14,50.28,0.69,6.07,2.5,4360.0,7927.3,0.0,92.73,0
549,7.87,7.13,18.09,18.09,46.55,0.31,6.31,2.25,2610.0,4745.5,0.0,60.3,0
550,7.14,5.35,10.87,9.12,47.68,0.36,4.1,2.33,2750.0,5000.0,0.0,59.53,0
551,7.69,1.0,1.94,2.25,2.54,0.33,6.97,0.48,329.5,599.1,0.0,14.23,0
552,7.17,2.35,2.48,1.7,10.9,0.28,5.98,0.81,1433.5,2606.4,0.0,33.11,0
553,6.78,1.96,7.94,10.62,17.95,0.18,7.54,0.46,1115.0,2027.3,0.0,29.49,0
554,7.59,6.65,14.52,9.94,33.26,0.33,7.3,0.98,2485.0,4518.2,0.0,55.86,0
555,7.69,1.0,1.82,1.95,10.03,0.03,5.9,0.67,259.0,470.9,0.0,12.91,0
556,6.9,8.7,6.72,8.27,19.13,0.28,7.3,2.21,2329.5,4235.5,0.0,50.55,0
557,7.7,3.0,3.44,5.45,15.69,0.21,5.66,0.48,1435.0,2609.1,0.0,34.36,0
558,8.0,2.52,3.53,4.45,15.21,0.18,5.57,0.94,1280.0,2327.3,0.0,31.8,0
559,7.45,8.0,27.0,22.28,23.55,0.41,7.26,1.62,2493.5,4533.6,0.0,59.47,0
560,8.2,3.87,8.99,10.44,24.81,0.23,7.11,1.31,1415.5,2573.6,0.0,36.52,0
561,7.4,11.3,3.5,4.46,15.37,0.54,5.66,2.79,3360.0,6109.1,0.0,67.93,0
562,7.52,7.78,7.38,9.39,22.81,0.36,7.11,5.35,2065.0,3754.5,0.0,46.99,0
563,7.67,2.04,2.98,3.03,8.84,0.23,6.16,3.47,1300.0,2363.6,0.0,31.46,0
564,7.38,6.78,2.37,2.88,8.73,0.26,7.14,4.87,1250.0,2272.7,0.0,30.5,0
565,7.65,15.48,12.95,10.48,25.64,0.59,14.44,7.18,3270.0,5945.5,0.0,70.08,0
566,7.54,7.04,2.65,3.42,11.83,0.31,6.85,1.1,1305.0,2372.7,0.0,31.78,0
567,7.98,7.61,4.92,4.45,13.77,0.36,6.65,4.16,2340.0,4254.5,0.0,50.81,0
568,6.86,5.22,1.93,2.73,10.34,0.26,4.53,1.62,1215.0,2209.1,0.0,29.11,0
569,7.68,3.43,2.62,3.15,10.34,0.28,3.58,1.35,859.0,1561.8,0.0,23.78,0
570,7.98,10.0,15.36,12.63,20.27,0.44,8.3,5.58,2777.0,5049.1,0.0,61.72,0
571,7.9,7.61,9.93,8.83,20.48,0.33,6.86,0.67,2310.0,4200.0,0.0,51.78,0
572,8.25,6.87,5.66,3.94,13.18,0.36,11.06,0.96,2270.0,4127.3,0.0,50.01,0
573,7.22,4.35,11.96,10.46,22.59,0.26,8.76,1.12,1691.5,3075.5,0.0,40.97,0
574,8.06,8.61,23.7,15.52,20.27,0.67,6.73,1.39,3489.0,6343.6,0.0,75.94,0
575,8.5,9.13,12.09,8.9,18.03,0.46,6.73,2.46,2835.0,5154.5,0.0,61.95,0
576,7.6,6.7,9.92,8.43,18.75,0.28,5.3,2.81,2462.5,4477.3,0.0,53.92,0
577,8.0,36.0,33.0,36.0,14.0,4.5,342.0,3.0,364.0,560.0,225.2,51.51,0
578,8.1,16.0,28.0,40.0,7.1,2.8,268.0,16.0,300.0,462.0,215.2,44.33,0
579,8.1,35.0,39.0,32.0,28.0,4.4,317.0,10.0,380.0,585.0,240.2,52.21,0
580,8.5,49.0,30.0,20.0,18.0,5.6,275.0,12.0,338.0,520.0,175.1,46.23,0
581,8.1,37.0,36.0,68.0,28.0,5.2,421.0,31.0,490.0,754.0,320.3,66.0,0
582,8.0,20.0,41.0,48.0,14.0,3.7,366.0,17.0,400.0,615.0,290.2,56.97,0
583,8.2,37.0,39.0,48.0,43.0,4.4,310.0,17.0,430.0,662.0,280.2,56.6,0
584,8.2,37.0,36.0,60.0,57.0,4.8,325.0,46.0,480.0,738.0,300.2,60.84,0
585,8.2,10.0,19.0,28.0,7.0,2.4,195.0,2.2,214.0,320.0,150.0,33.8,0
586,8.0,48.0,34.0,36.0,21.0,2.8,354.0,19.0,411.0,614.0,230.0,52.79,0
587,7.9,13.0,27.0,36.0,7.0,3.8,268.0,4.3,285.0,426.0,200.0,43.12,0
588,8.0,51.0,32.0,32.0,21.0,4.8,354.0,6.3,396.0,591.0,210.0,52.52,0
589,8.1,17.0,41.0,20.0,14.0,4.0,268.0,18.0,316.0,472.0,220.0,45.79,0
590,7.9,28.0,36.0,36.0,7.0,5.8,354.0,2.5,380.0,567.0,240.0,53.51,0
591,8.2,24.0,58.0,56.0,28.0,3.8,427.0,47.0,529.0,790.0,380.0,69.85,0
592,7.9,35.0,37.0,61.0,59.0,4.7,355.0,45.0,473.0,710.0,310.0,62.19,0
593,7.31,134.0,23.0,46.0,130.0,18.0,34.41,290.0,832.0,1300.0,210.0,66.73,0
594,7.23,224.0,13.0,32.0,108.0,16.0,117.69,113.0,811.0,1267.0,133.0,62.95,0
595,7.13,54.0,21.0,36.0,196.0,19.0,138.3,147.0,736.0,1150.0,176.0,63.67,0
596,7.45,136.0,35.0,49.0,182.0,26.0,123.09,33.0,902.0,1410.0,266.0,79.31,0
597,7.45,116.0,41.0,86.0,200.0,5.0,14.81,713.0,1001.0,1564.0,383.0,81.17,0
598,7.11,196.0,32.0,23.0,193.0,16.0,128.74,233.0,781.0,1220.0,189.0,70.4,0
599,7.37,110.0,50.0,59.0,104.0,10.0,93.53,198.0,925.0,1445.0,353.0,72.16,0
600,7.21,86.0,38.0,63.0,142.0,9.0,39.73,167.0,1021.0,1595.0,314.0,66.95,0
601,7.2,88.0,67.0,94.0,163.0,18.0,117.11,160.0,710.0,1110.0,510.0,87.9,0
602,7.46,84.0,45.0,85.0,154.0,32.0,19.63,113.0,1123.0,1755.0,397.0,91.07,0
603,7.24,108.0,46.0,96.0,168.0,12.0,54.11,214.0,806.0,1260.0,429.0,78.07,0
604,7.26,220.0,36.0,52.0,56.0,5.0,53.89,34.0,954.0,1490.0,278.0,61.82,0
605,7.55,124.0,49.0,79.0,60.0,28.0,167.43,67.0,973.0,1520.0,399.0,90.65,0
606,7.25,150.0,36.0,86.0,36.0,22.0,49.48,78.0,1069.0,1670.0,363.0,80.04,0
607,7.12,118.0,34.0,80.0,148.0,6.0,64.18,89.0,1197.0,1870.0,340.0,70.85,0
608,6.86,208.0,46.0,56.0,169.0,13.0,182.21,68.0,1126.0,1760.0,329.0,83.44,0
609,7.29,52.0,36.0,65.0,144.0,12.0,187.13,86.0,960.0,1500.0,310.0,71.83,0
610,7.33,460.0,45.0,59.0,122.0,22.0,137.87,191.0,864.0,1350.0,332.0,97.04,0
611,7.34,134.0,46.0,77.0,102.0,5.0,44.82,62.0,790.0,1235.0,382.0,64.88,0
612,7.16,74.0,22.0,86.0,280.0,13.0,128.42,47.0,1171.0,1830.0,305.0,77.42,0
613,7.01,102.0,26.0,46.0,508.0,12.0,136.65,32.0,2035.0,3180.0,222.0,91.94,0
614,7.5,112.0,18.0,26.0,200.0,42.0,88.6,155.0,280.0,437.0,139.0,71.94,0
615,6.82,90.0,21.0,36.0,288.0,10.0,44.41,363.0,220.0,343.0,176.0,52.42,0
616,7.5,62.0,30.0,67.0,168.0,8.0,118.83,552.0,332.0,519.0,291.0,64.12,0
617,7.94,68.0,60.0,70.0,112.0,9.0,119.63,351.0,290.0,453.0,422.0,69.37,0
618,8.0,50.0,45.0,61.0,448.0,8.0,139.46,246.0,361.0,564.0,337.0,71.76,0
619,7.98,110.0,53.0,78.0,67.0,10.0,59.04,164.0,313.0,489.0,413.0,64.34,0
620,7.43,64.0,29.0,63.0,142.0,22.0,157.57,183.0,1050.0,1640.0,277.0,79.36,0
621,7.49,138.0,36.0,94.0,282.0,11.0,158.07,50.0,1184.0,1850.0,383.0,86.67,0
622,7.26,68.0,26.0,56.0,197.0,9.0,146.42,171.0,313.0,489.0,247.0,56.43,0
623,7.42,72.0,40.0,73.0,184.0,10.0,49.9,149.0,343.0,536.0,347.0,60.46,0
624,7.25,112.0,45.0,60.0,164.0,20.0,104.67,150.0,394.0,615.0,335.0,71.37,0
625,7.43,390.0,48.0,96.0,130.0,5.0,93.83,182.0,310.0,485.0,437.0,78.54,0
626,7.85,194.0,36.0,96.0,84.0,40.0,34.81,41.0,260.0,406.0,388.0,85.43,0
627,7.45,75.0,51.0,62.0,143.0,13.0,142.0,41.0,280.0,437.0,365.0,64.08,0
628,7.66,110.0,55.0,84.0,130.0,7.0,153.24,33.0,275.0,429.0,436.0,66.76,0
629,7.5,162.0,34.0,63.0,89.0,11.0,141.0,33.0,309.0,483.0,297.0,60.17,0
630,8.01,63.0,41.0,90.0,167.0,11.0,63.25,43.0,284.0,444.0,393.0,62.22,0
631,7.79,68.0,36.0,60.0,172.0,8.0,123.25,121.0,316.0,494.0,298.0,57.35,0
632,7.43,96.0,33.0,92.0,123.0,7.0,145.35,31.0,992.0,1550.0,366.0,71.57,0
633,7.67,59.0,28.0,49.0,46.0,6.0,136.48,58.0,810.0,1265.0,238.0,54.21,0
634,7.78,100.0,21.0,84.0,44.0,5.0,143.78,56.0,845.0,1320.0,296.0,60.94,0
635,7.26,56.0,40.0,92.0,56.0,11.0,151.09,25.0,995.0,1555.0,394.0,72.92,0
636,7.14,108.0,23.0,59.0,105.0,5.0,158.39,26.0,851.0,1330.0,242.0,58.47,0
637,8.0,68.0,31.0,76.0,87.0,13.0,165.7,23.0,902.0,1410.0,317.0,69.85,0
638,8.33,95.0,29.0,80.0,88.0,6.0,173.0,29.0,771.0,1205.0,319.0,64.65,0
639,8.33,86.0,28.0,72.0,100.0,6.0,180.31,32.0,755.0,1180.0,295.0,62.86,0
640,8.03,49.0,22.0,81.0,95.0,11.0,187.61,29.0,872.0,1363.0,293.0,66.61,0
641,7.56,66.0,35.0,60.0,124.0,40.0,194.92,45.0,819.0,1280.0,294.0,89.42,0
642,7.4,49.0,37.0,69.0,188.0,19.0,202.22,49.0,835.0,1305.0,325.0,77.58,0
643,7.28,96.0,34.0,48.0,154.0,16.0,28.95,304.0,858.0,1340.0,260.0,68.36,0
644,7.12,328.0,23.0,59.0,111.0,26.0,116.45,108.0,1004.0,1568.0,242.0,86.56,0
645,7.24,30.0,31.0,52.0,188.0,28.0,135.95,151.0,742.0,1160.0,257.0,75.53,0
646,7.3,156.0,36.0,57.0,180.0,33.0,118.83,314.0,883.0,1380.0,290.0,91.81,0
647,7.32,172.0,37.0,63.0,189.0,9.0,11.56,672.0,1017.0,1589.0,310.0,79.93,0
648,7.23,252.0,38.0,57.0,197.0,19.0,124.21,231.0,734.0,1147.0,299.0,83.01,0
649,7.42,114.0,41.0,81.0,114.0,18.0,91.18,203.0,947.0,1480.0,371.0,80.67,0
650,6.98,70.0,30.0,89.0,138.0,12.0,35.47,170.0,1030.0,1610.0,346.0,70.84,0
651,7.14,54.0,88.0,92.0,165.0,23.0,113.85,155.0,712.0,1113.0,592.0,96.0,0
652,7.4,60.0,44.0,86.0,142.0,36.0,14.39,118.0,1142.0,1785.0,396.0,92.66,0
653,7.28,236.0,36.0,84.0,168.0,13.0,49.85,249.0,819.0,1280.0,358.0,79.91,0
654,7.56,172.0,32.0,87.0,52.0,5.0,49.33,34.0,986.0,1540.0,349.0,65.77,0
655,7.64,72.0,32.0,76.0,64.0,32.0,162.09,70.0,957.0,1495.0,321.0,85.26,0
656,7.2,90.0,26.0,59.0,40.0,29.0,43.84,85.0,1062.0,1660.0,254.0,74.06,0
657,7.22,92.0,32.0,57.0,128.0,13.0,59.64,76.0,1184.0,1850.0,274.0,68.66,0
658,6.92,304.0,14.0,49.0,165.0,19.0,178.65,62.0,1114.0,1740.0,180.0,80.63,0
659,7.51,136.0,15.0,55.0,144.0,9.0,181.89,65.0,963.0,1505.0,199.0,64.62,0
660,7.47,332.0,26.0,63.0,120.0,16.0,132.61,193.0,860.0,1343.0,264.0,81.45,0
661,7.25,148.0,32.0,84.0,100.0,3.0,39.93,63.0,794.0,1240.0,341.0,60.77,0
662,7.16,104.0,35.0,61.0,287.0,16.0,122.18,43.0,1178.0,1840.0,296.0,80.08,0
663,7.02,136.0,21.0,49.0,524.0,20.0,132.08,31.0,2058.0,3215.0,209.0,99.23,0
664,7.37,99.0,14.0,63.0,198.0,26.0,83.24,196.0,271.0,424.0,215.0,65.47,0
665,6.71,83.0,16.0,87.0,290.0,11.0,40.22,391.0,209.0,326.0,283.0,61.48,0
666,7.83,56.0,25.0,49.0,176.0,8.0,113.51,1159.0,323.0,505.0,225.0,69.96,0
667,7.89,54.0,14.0,86.0,120.0,6.0,113.41,342.0,276.0,432.0,272.0,55.02,0
668,8.1,114.0,16.0,74.0,456.0,8.0,132.3,269.0,348.0,543.0,251.0,68.58,0
669,7.56,192.0,25.0,96.0,59.0,24.0,53.9,168.0,315.0,492.0,343.0,72.88,0
670,7.47,56.0,35.0,72.0,128.0,18.0,152.25,183.0,1043.0,1630.0,324.0,78.84,0
671,7.13,228.0,18.0,99.0,200.0,9.0,153.92,52.0,1152.0,1800.0,321.0,81.22,0
672,7.25,99.0,37.0,63.0,203.0,10.0,140.18,179.0,298.0,465.0,310.0,63.15,0
673,7.49,109.0,39.0,81.0,184.0,11.0,44.76,154.0,324.0,506.0,363.0,63.79,0
674,7.37,110.0,32.0,76.0,165.0,28.0,99.49,153.0,377.0,589.0,321.0,76.19,0
675,7.85,56.0,29.0,89.0,126.0,12.0,88.59,189.0,265.0,414.0,342.0,60.92,0
676,7.7,156.0,18.0,76.0,92.0,14.0,29.32,41.0,271.0,424.0,264.0,54.58,0
677,7.53,110.0,38.0,92.0,139.0,65.0,136.76,42.0,314.0,490.0,386.0,107.25,0
678,7.83,122.0,13.0,63.0,134.0,45.0,147.98,35.0,283.0,442.0,211.0,79.3,0
679,7.65,156.0,39.0,61.0,91.0,58.0,133.75,33.0,320.0,500.0,313.0,96.7,0
680,8.06,66.0,32.0,85.0,164.0,43.0,56.12,42.0,300.0,469.0,344.0,82.74,0
681,7.98,91.0,38.0,48.0,176.0,35.0,115.59,44.0,326.0,509.0,276.0,75.8,0
682,7.73,109.0,39.0,100.0,112.0,24.0,137.16,29.0,998.0,1560.0,410.0,88.08,0
683,7.88,68.0,32.0,56.0,50.0,27.0,127.75,95.0,867.0,1355.0,272.0,74.64,0
684,8.04,152.0,35.0,69.0,46.0,52.0,134.53,91.0,808.0,1263.0,316.0,100.18,0
685,7.27,73.0,19.0,92.0,52.0,84.0,141.3,29.0,1002.0,1565.0,308.0,122.19,0
686,7.21,129.0,36.0,73.0,73.0,24.0,148.08,26.0,838.0,1310.0,330.0,78.97,0
687,8.23,59.0,38.0,81.0,85.0,103.0,154.85,28.0,858.0,1340.0,359.0,139.82,0
688,8.49,86.0,19.0,56.0,88.0,43.0,161.63,27.0,806.0,1260.0,218.0,84.64,0
689,8.36,94.0,28.0,36.0,100.0,48.0,168.4,31.0,772.0,1207.0,205.0,87.69,0
690,8.09,53.0,23.0,85.0,95.0,49.0,175.18,27.0,847.0,1323.0,307.0,95.72,0
691,7.44,83.0,26.0,49.0,127.0,26.0,181.95,55.0,797.0,1245.0,229.0,73.86,0
692,7.34,71.0,34.0,52.0,204.0,16.0,188.73,48.0,653.0,1020.0,270.0,68.93,0
693,6.83,15.54,6.03,35.34,1.9,15.1,175.0,1.0,159.25,245.0,0.0,34.47,0
694,7.84,39.0,4.9,23.8,1.08,1.7,139.0,8.0,150.0,262.0,0.0,23.22,0
695,8.67,13.6,6.92,27.94,0.6,10.32,145.0,1.8,188.5,290.0,0.0,30.83,0
696,8.4,25.0,5.35,36.0,0.0,0.9,170.6,1.6,204.0,295.0,0.0,25.93,0
697,8.51,30.0,1.95,8.0,2.0,2.6,90.0,1.3,124.0,204.0,0.0,18.84,0
698,7.44,25.4,2.8,8.4,2.2,7.63,93.0,0.8,203.0,313.0,0.0,22.96,0
699,8.81,34.5,4.51,0.97,2.5,1.86,97.6,0.5,214.0,335.0,0.0,20.11,0
700,6.12,2.78,2.12,24.62,4.2,2.94,85.0,0.8,169.0,260.0,0.0,18.14,0
701,6.07,3.56,2.14,25.1,0.8,3.12,75.0,0.5,312.0,480.0,0.0,20.02,0
702,5.62,1.69,1.98,6.09,6.7,1.39,15.0,0.8,45.5,70.0,0.0,9.11,0
703,5.37,7.45,1.89,23.41,2.1,3.92,95.0,0.8,58.5,90.0,0.0,16.84,0
704,6.14,3.14,2.29,19.81,12.5,6.52,60.0,0.7,104.0,160.0,0.0,18.42,0
705,6.4,2.45,2.23,25.55,1.6,1.9,75.0,1.5,91.0,140.0,0.0,15.97,0
706,5.53,0.08,2.28,12.5,2.7,0.15,48.8,1.5,87.0,171.9,0.0,11.14,0
707,6.31,2.54,2.94,18.07,0.7,2.29,97.3,1.6,135.0,264.4,0.0,17.4,0
708,6.17,4.6,2.81,17.4,1.3,1.54,60.2,6.2,88.0,174.0,0.0,14.26,0
709,5.83,1.73,2.37,14.6,0.5,0.42,52.0,1.1,66.0,130.7,0.0,11.66,0
710,6.88,0.08,3.4,19.4,3.7,1.74,85.2,1.1,172.0,334.9,0.0,17.84,0
711,5.76,0.08,3.44,18.4,1.3,2.13,90.4,0.84,102.0,200.4,0.0,15.88,0
712,5.69,0.1,3.12,18.7,1.7,1.14,86.1,1.4,100.0,196.8,0.0,14.84,0
713,5.99,0.19,3.18,27.1,2.7,9.06,125.4,1.2,159.0,309.4,0.0,25.01,0
714,5.64,2.09,1.99,18.55,0.8,2.35,50.0,5.0,48.75,75.0,0.0,12.93,0
715,5.53,1.67,1.8,3.58,1.7,1.45,15.5,0.8,26.0,40.0,0.0,8.3,0
716,6.0,0.8,3.87,23.3,1.2,1.24,91.2,1.1,97.0,189.6,0.0,16.08,0
717,5.31,0.08,2.42,14.1,0.8,5.13,50.2,2.4,24.0,48.67,0.0,13.81,0
